Annotation	baseMean.CX	log2FoldChange.CX	lfcSE.CX	stat.CX	pvalue.CX	padj.CX	baseMean.QJ	log2FoldChange.QJ	lfcSE.QJ	stat.QJ	pvalue.QJ	padj.QJ	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Annotation2	q0.2	direction
Mesoplasma_chauliocola	1.85516810722292	0.836240861817432	2.7813365369214	0.300661516762387	0.763672616858883		21.11952817	-0.06072201	0.618412409	-0.098190155	0.9217813		2.49576198	4.908442543	3.016250204	1.627332685			Mesoplasma_chauliocola		
Mesoplasma_coleopterae	0	0	0	0	1		1.907714528	-4.3295747	2.909997275	-1.487827751	0.136796325		1.079441081	3.719595448	3.03285863	1.226432189			Mesoplasma_coleopterae		
Mesoplasma_entomophilum	16.0515522277844	-0.580044209760712	1.31258625882295	-0.441909402800592	0.65855476620341		16.90644898	0.321109921	0.883302497	0.363533356	0.7162065								Mesoplasma_entomophilum		
Mesoplasma_florum	6.03255166744249	-0.255681536854617	1.57781482902932	-0.162047872887539	0.871268154925493		21.97781385	-2.046932042	0.754940207	-2.711382999	0.006700318		10.46612468	1.924722816	1.822755273	1.055941434	0.290994973	0.984639623	Mesoplasma_florum		
Mesoplasma_lactucae	9.84002606744123	1.69813822074689	1.15450035413587	1.47088583789819	0.141321993252554		13.43838501	0.571834799	0.75867499	0.753728286	0.451012394		2.456237854	-1.409877048	2.950171395	-0.477896657	0.632723761	0.999634334	Mesoplasma_lactucae		
Mesoplasma_syrphidae	9.34145820544154	-0.104137353643832	1.62039496343138	-0.0642666485603662	0.948757909129983		12.0577097	-1.308417604	1.176136846	-1.11247055	0.265935886		1.941246748	-4.26530923	3.01669996	-1.413899057	0.157391543	0.881876301	Mesoplasma_syrphidae		
Mesoplasma_tabanidae	3.17573931562407	0.817243118314926	2.10987085344883	0.387342721465177	0.698502502014075		7.340492901	0.081152209	1.448549484	0.056023083	0.955323418		22.99938365	-1.388226212	0.862802435	-1.608973452	0.107622147	0.852260604	Mesoplasma_tabanidae		
Mesorhizobium_amorphae	20.5760519191318	-0.612535754024585	0.683383253010329	-0.896328306739069	0.370077445154271		46.63405033	0.095811221	0.482578805	0.198540051	0.842622552	0.946820935	26.91892623	0.630425693	0.454195583	1.388004895	0.165135555	0.888176915	Mesorhizobium_amorphae		
Mesorhizobium_australicum	23.2531187248793	0.296581471260157	0.701396804244467	0.42284405840661	0.672409040136783		81.83149206	-0.137754624	0.388038415	-0.355002542	0.722587687	0.890642282	38.81720302	-0.111395792	0.400792922	-0.277938522	0.781059552	0.999634334	Mesorhizobium_australicum		
Mesorhizobium_ciceri	94.441801467208	-1.92914698445253	0.970573276190898	-1.98763661825065	0.0468518933814153	0.400529209465308	33.18671008	-1.111267158	0.956619623	-1.161660425	0.245373427		6.7676269	-0.321597773	2.903872559	-0.110747895	0.911816265	0.999634334	Mesorhizobium_ciceri		
Mesorhizobium_huakuii	0	0	0	0	1								1.500462154	-3.895665321	3.020636335	-1.289683659			Mesorhizobium_huakuii		
Mesorhizobium_japonicum	14.1540526830127	0.0356893459314849	1.07974794691619	0.0330534047630424	0.973632000039473		11.16768781	-0.080906774	0.813940243	-0.099401369	0.920819596		27.71650214	-0.541418559	0.65060287	-0.83217979	0.40530747	0.999634334	Mesorhizobium_japonicum		
Mesorhizobium_loti	91.542872458217	-0.538707561585012	0.745762349074669	-0.722358218075011	0.470074268045983	0.861077633576885	41.68918209	0.106187155	0.473450279	0.224283647	0.8225366		37.69505074	0.035160051	0.676778981	0.051952044	0.958566905	0.999634334	Mesorhizobium_loti		
Mesorhizobium_oceanicum	43.3380271723224	-0.107091092594624	0.599325919446344	-0.178685902144119	0.85818433948348	0.977462043566358	49.91737808	-0.632925085	0.34119037	-1.855049676	0.063589133	0.255465411	41.28898185	-0.106017373	0.293296079	-0.361468769	0.717749048	0.999634334	Mesorhizobium_oceanicum		
Mesorhizobium_opportunistum	16.375001367915	-0.927163497084704	1.0968480967235	-0.845297995095512	0.397944480183553		30.18536758	-0.233939106	0.530650934	-0.440853095	0.659319353		19.50559704	1.02401305	0.875182178	1.170057018	0.241978024	0.953960209	Mesorhizobium_opportunistum		
Mesorhizobium_soli	20.4571003200192	-1.32455471083008	0.891092060344992	-1.48643980770884	0.13716282699915		13.96097828	-0.9630001	0.798663236	-1.205764904	0.227908152		245.2521025	-0.124561597	0.328024589	-0.379732498	0.704143994	0.999634334	Mesorhizobium_soli		
Mesorhizobium_sp._8	47.7089774455575	-0.0775527581258943	0.245271786222316	-0.316191109138007	0.751857455725035	0.950951336443007	77.78543106	0.162825682	0.223729981	0.727777656	0.466749704	0.720967189	31.39108877	-0.111944859	0.310802801	-0.360179699	0.718712755	0.999634334	Mesorhizobium_sp._8		
Mesorhizobium_sp._AA22	22.3870195258441	0.639943516231602	1.34842535990066	0.47458579114735	0.635082235790021		11.43060116	-0.496389005	1.223304492	-0.405777146	0.684906353		1035.900069	-0.203531311	0.35971964	-0.565805389	0.571526083	0.999634334	Mesorhizobium_sp._AA22		
Mesorhizobium_sp._DCY119	12.6347922466569	0.404518946465882	0.847456697099722	0.477332880665501	0.633125100624748		11.91817397	-0.47248575	0.640056699	-0.738193586	0.46039682		6.130483886	-0.883757002	1.812609047	-0.487560737	0.625861012	0.999634334	Mesorhizobium_sp._DCY119		
Mesorhizobium_sp._M1B.F.Ca.ET.045.04.1.1	31.5953960918349	0.0725591534013061	0.966742970603963	0.0750552686780598	0.9401707378119		21.7890996	0.268907737	0.747902559	0.35954916	0.719184309		41.9321163	-0.087057451	0.516795986	-0.168456128	0.866224455	0.999634334	Mesorhizobium_sp._M1B.F.Ca.ET.045.04.1.1		
Mesorhizobium_sp._M1D.F.Ca.ET.043.01.1.1	37.7235197086208	-0.309206838559897	0.914764679795761	-0.338017902734213	0.735349696584704		19.28541936	-0.819750552	0.897578606	-0.9132911	0.361089462		4.008587209	1.712927251	2.925267546	0.585562594	0.558169492	0.999634334	Mesorhizobium_sp._M1D.F.Ca.ET.043.01.1.1		
Mesorhizobium_sp._M1E.F.Ca.ET.045.02.1.1	7.27026259236085	0.161442523142145	1.76745601819049	0.0913417485247689	0.927221046093993		12.59922419	0.187426078	1.09509392	0.171150689	0.86410528		2.88855536	-1.019756188	2.934571154	-0.347497516	0.728217584	0.999634334	Mesorhizobium_sp._M1E.F.Ca.ET.045.02.1.1		
Mesorhizobium_sp._M2A.F.Ca.ET.043.02.1.1	6.22539951720344	0.152708865796488	2.61366934700359	0.0584270026243216	0.953408506522779		36.17919474	0.673164537	0.731593798	0.920134286	0.35750259								Mesorhizobium_sp._M2A.F.Ca.ET.043.02.1.1		
Mesorhizobium_sp._M2A.F.Ca.ET.043.05.1.1	10.1191036504248	0.74014324161539	1.77371342492988	0.417284568754194	0.676470274216353		10.08363717	-0.170245198	0.985879635	-0.172683552	0.862900173								Mesorhizobium_sp._M2A.F.Ca.ET.043.05.1.1		
Mesorhizobium_sp._M2A.F.Ca.ET.046.03.2.1	34.848279672669	1.33762711073656	1.60104741557309	0.835470016519005	0.403453122015641		8.218287707	0.182303884	1.7082327	0.106720756	0.915010516								Mesorhizobium_sp._M2A.F.Ca.ET.046.03.2.1		
Mesorhizobium_sp._M3A.F.Ca.ET.080.04.2.1	15.714052548048	-0.764417945138885	1.08069348872449	-0.707340196933272	0.47935509121798		40.07160249	0.201622445	0.507300179	0.397442093	0.691041481		43.75078766	-1.448155046	0.678449535	-2.134506651	0.03280133	0.600770662	Mesorhizobium_sp._M3A.F.Ca.ET.080.04.2.1		
Mesorhizobium_sp._M4B.F.Ca.ET.058.02.1.1	7.71278652185576	-0.59932608254964	1.3763849283334	-0.435434935541859	0.663246756808216		38.52664414	0.111150864	0.446074719	0.24917544	0.803225076		15.90611882	-0.284570322	0.847588375	-0.335741181	0.737066048	0.999634334	Mesorhizobium_sp._M4B.F.Ca.ET.058.02.1.1		
Mesorhizobium_sp._M6A.T.Cr.TU.016.01.1.1	14.6519853351648	-0.992666544118395	1.17286223322341	-0.846362442236903	0.397350583671645		38.09425711	0.527045325	0.479581136	1.09897009	0.271781112		11.91767033	0.6174691	1.335558643	0.462330204	0.643844543	0.999634334	Mesorhizobium_sp._M6A.T.Cr.TU.016.01.1.1		
Mesorhizobium_sp._M7A.F.Ce.TU.012.03.2.1	22.7969943720706	-1.24170377879703	1.03653326325017	-1.19793915238525	0.230940706100065		19.18539365	-0.587621752	0.825993428	-0.711412139	0.476828879		3.650104588	0.005857528	2.918765545	0.002006851			Mesorhizobium_sp._M7A.F.Ce.TU.012.03.2.1		
Mesorhizobium_sp._M7D.F.Ca.US.005.01.1.1	32.7921524291301	-3.33853394612269	1.36332302236909	-2.44882092603499	0.014332468507564		17.89999529	-1.109947176	0.709538291	-1.564323153	0.117741698		16.9444976	0.47418249	0.825441732	0.57445907	0.56565719	0.999634334	Mesorhizobium_sp._M7D.F.Ca.US.005.01.1.1		
Mesorhizobium_sp._M9A.F.Ca.ET.002.03.1.2	25.9025590164872	0.0414075219497385	1.13629357970195	0.0364408658901335	0.970930829536066		15.67567971	-0.139620475	0.671966498	-0.207778922	0.835401591		73.895855	0.854814505	0.313475259	2.726896238	0.006393314	0.244575049	Mesorhizobium_sp._M9A.F.Ca.ET.002.03.1.2		
Mesorhizobium_sp._Pch-S	31.3619038985904	-1.01834173853962	0.505545835905043	-2.01434106704995	0.0439737371273656		26.27290096	-0.366647179	0.285079447	-1.286122809	0.198400205		15.56052539	-1.085699881	1.053387121	-1.030675105	0.302693203	0.988187863	Mesorhizobium_sp._Pch-S		
Mesorhizobium_sp._WSM1497							0	0	0	0	1		3.034160264	-4.911441243	3.011825785	-1.630718904			Mesorhizobium_sp._WSM1497		
Mesotoga_prima	19.3651187631445	-0.651633490504818	0.738684587286109	-0.882153901300265	0.377693587056636		53.34626122	-0.115716492	0.343067016	-0.337299965	0.735890786	0.897682378	23.03768029	-0.287580027	0.901656973	-0.318946158	0.749767342	0.999634334	Mesotoga_prima		
Metakosakonia_sp._MRY16-398	27.0497387270516	0.649565100257177	1.25751325190154	0.516547320097773	0.605472198066377		29.17091222	1.327753228	1.185220984	1.120257948	0.262603856		100.5954264	-0.365941725	1.302638032	-0.280923569	0.778769023	0.999634334	Metakosakonia_sp._MRY16-398		
Metallosphaera_cuprina	0.336033335072053	1.82736999607554	2.93027205258131	0.6236178632171	0.532878576416048		0.634302367	-0.898058249	2.915700831	-0.30800768	0.758076488								Metallosphaera_cuprina		
Metallosphaera_hakonensis	1.97848226483115	4.2953384606871	2.31791560763703	1.85310390358256	0.0638674674422805		0.59225617	-1.875303888	2.915375478	-0.643246094	0.520064429		0.857406945	-3.08980892	3.033625126	-1.018520348	0.308430736		Metallosphaera_hakonensis		
Metallosphaera_sedula	2.05625949470808	2.45123549029385	2.45719231724276	0.997575758760473	0.318485120728577		6.059636678	-0.532265466	1.43465917	-0.371004819	0.710633942		2.260083056	-4.484592918	3.014797198	-1.487527228	0.136875617	0.86191994	Metallosphaera_sedula		
Methanobacterium_congolense	4.40531936051304	-0.657011313416157	1.97118349600901	-0.333308042983511	0.738901768751675		6.142315971	0.97608754	1.553585528	0.628280531	0.529820183		3.907483467	0.744851267	2.691526723	0.276739317	0.78198028	0.999634334	Methanobacterium_congolense		
Methanobacterium_formicicum	35.2961659114205	0.0169391592572279	0.93930638318556	0.0180336890714833	0.985611977784007		9.388081039	0.513004223	1.208688357	0.424430516	0.671251869		5.885023424	-2.13346588	2.921874494	-0.730170267	0.465286114	0.999634334	Methanobacterium_formicicum		
Methanobacterium_lacus	20.4120404357015	-1.16783989713822	0.885088868369999	-1.31946060884139	0.187015170833401		29.13407137	0.320443206	0.613178726	0.522593483	0.601257177								Methanobacterium_lacus		
Methanobacterium_paludis	12.8836619830264	0.490454063617336	0.792878259619007	0.618574235914865	0.5361968789624		10.98782699	-0.629265696	0.704394863	-0.893342256	0.371673915		2.440220914	0.856921503	2.937752265	0.291692909	0.770521432	0.999634334	Methanobacterium_paludis		
Methanobacterium_sp._MB1	2.75262602472053	-0.0350543713025734	2.8971281045644	-0.0120996966780121	0.990346074390855		2.559067454	-1.814386772	2.471411849	-0.734149904	0.462857381		16.58014887	-0.747935222	1.629619112	-0.458963212	0.646260584	0.999634334	Methanobacterium_sp._MB1		
Methanobacterium_sp._MZ-A1	0	0	0	0	1		2.241408574	-0.218144263	2.04529394	-0.106656681	0.91506135								Methanobacterium_sp._MZ-A1		
Methanobacterium_subterraneum	0	0	0	0	1		0.881052183	-3.213096012	2.912421852	-1.103238533	0.269923592								Methanobacterium_subterraneum		
Methanobrevibacter_millerae	18.5099277285174	-1.05268409944956	0.881385306651749	-1.19435176818246	0.232340395283103		23.8206069	-0.34985518	0.45264403	-0.772914601	0.439572923		13.46577424	-0.972991349	1.322869085	-0.735515978	0.462025313	0.999634334	Methanobrevibacter_millerae		
Methanobrevibacter_olleyae	14.1833245348635	-0.35702243592885	1.06668926909754	-0.334701441433741	0.737850314000107		24.15969009	-1.191332664	0.775276128	-1.536655937	0.124377587		5.948979833	0.436851705	2.234995863	0.195459738	0.845033055	0.999634334	Methanobrevibacter_olleyae		
Methanobrevibacter_ruminantium	30.3023893167182	-0.389283320890162	0.569695802399286	-0.683317867624594	0.494406006146493		36.87489701	-0.328641071	0.478790833	-0.686398002	0.492462164		2.07107105	-4.360869874	3.015835279	-1.445990736	0.1481798	0.871552159	Methanobrevibacter_ruminantium		
Methanobrevibacter_smithii	1855.90649740255	-6.29227688329545	0.896576388604551	-7.01811576043049	2.24880200650305e-12	1.70454573893567e-09	72.38693691	-0.266199308	0.60838694	-0.437549347	0.661712997	0.855164611	309.3640577	-0.246433334	0.294997005	-0.835375715	0.403506199	0.999634334	Methanobrevibacter_smithii	CX	decrease
Methanobrevibacter_sp._AbM4	19.196001817171	-0.659040255817936	0.696127869987934	-0.946722986151035	0.34377995429423		33.63310689	0.465663549	0.439790173	1.058831183	0.28967667		2.879501883	0.265110459	2.927542978	0.090557324			Methanobrevibacter_sp._AbM4		
Methanobrevibacter_sp._YE315	21.6563395234293	-1.2493945562965	0.791371608560681	-1.57877101323973	0.114388589607974		33.65613158	-0.564241938	0.454399917	-1.241729843	0.214336255		6.116287652	-0.842229546	1.837741792	-0.458295909	0.646739863	0.999634334	Methanobrevibacter_sp._YE315		
Methanocaldococcus_bathoardescens	3.28586352876954	-1.51624413658985	2.44837745811397	-0.61928528690092	0.535728435345101		5.149193427	-3.268772193	1.658193681	-1.971284917	0.048691296		1.978975314	4.584430693	3.019529172	1.51826011			Methanocaldococcus_bathoardescens		
Methanocaldococcus_fervens	10.37477755335	0.0183423042178039	0.962577590186903	0.0190554033303875	0.984796907950108		59.54101207	-0.297104849	0.477694373	-0.621955931	0.533970846	0.765038131	16.83692072	-2.047801141	2.236674187	-0.915556299	0.359899661	0.999634334	Methanocaldococcus_fervens		
Methanocaldococcus_infernus	0.842214296693396	1.13628523936653	2.92027168279207	0.389102577702679	0.697200266716698		10.83067283	1.716345092	0.799346296	2.147185896	0.031778485								Methanocaldococcus_infernus		
Methanocaldococcus_jannaschii	11.8043034426204	1.01538570739369	1.69951213904436	0.597457166716469	0.550202196330124		26.21570981	-1.066849967	0.687258473	-1.55232712	0.120583972								Methanocaldococcus_jannaschii		
Methanocaldococcus_sp._FS406-22	4.72990282729228	0.0805693731605913	1.75624882958598	0.0458758302373273	0.963409218566001		9.015613434	-0.600461352	0.898661462	-0.66817303	0.504023149								Methanocaldococcus_sp._FS406-22		
Methanocaldococcus_vulcanius	63.2259737424139	0.10082169017147	0.54789277662439	0.184017191817422	0.853999968106246	0.977462043566358	35.61339335	0.70715958	0.582692601	1.213606589	0.22489799								Methanocaldococcus_vulcanius		
Methanocella_arvoryzae	10.369673094118	0.559183140392267	1.00270738984808	0.557673301357625	0.577067492166581		20.92453924	-0.330431671	0.332691472	-0.993207518	0.320608835		5.006547918	-1.630451578	2.145170936	-0.760056716	0.447220684	0.999634334	Methanocella_arvoryzae		
Methanocella_conradii	0.186875855600088	-1.31380064040225	2.93438526277638	-0.447726021892295	0.654350939212018		0.478053437	-2.353473728	2.915828753	-0.807137156	0.419587467		2.345706007	-1.506485981	2.955342355	-0.509750073	0.610226568	0.999634334	Methanocella_conradii		
Methanocella_paludicola	15.9800565716922	0.906873157981017	0.991608030048968	0.914548017462336	0.360428958909535		4.727774425	0.241026063	1.143548079	0.21077038	0.833066453		1.165918291	3.821650261	3.030845332	1.260918933	0.207338056	0.914299114	Methanocella_paludicola		
Methanococcoides_burtonii	9.25175417331143	0.446532828225514	1.3494307551782	0.330904588110227	0.740716556220067		2.2058402	-2.212340001	1.752344771	-1.262502698	0.206767956		15.94029118	-1.15079189	1.65727168	-0.694389401	0.487438039	0.999634334	Methanococcoides_burtonii		
Methanococcoides_methylutens	36.5091947063942	0.147789533326279	0.729044621004642	0.202716718659307	0.839356454886001		28.62257931	0.24917674	0.56621871	0.44007154	0.659885294		9.523672121	-0.232314309	1.581565635	-0.146888819	0.883219777	0.999634334	Methanococcoides_methylutens		
Methanococcus_aeolicus	1.37490749827987	1.8191407847151	2.91411612087146	0.624251302714419	0.532462559490844		10.60393165	-0.156544894	0.711761534	-0.219940087	0.825917816								Methanococcus_aeolicus		
Methanococcus_maripaludis	66.8267248612964	-0.234249120928028	0.406962948501969	-0.575603066053799	0.564883508174163	0.901299728093648	90.55551041	-0.698773664	0.33765439	-2.069493795	0.038499773	0.187253395	34.39149428	0.271123778	1.194550961	0.226967109	0.820449318	0.999634334	Methanococcus_maripaludis	QJ	decrease
Methanococcus_vannielii	4.67390355070277	-0.288398882161333	1.75539774058617	-0.164292613288331	0.869500796425514		8.975383426	1.043056205	1.102060461	0.946460056	0.343913987		2.328545809	-0.644011273	2.941091712	-0.218970143			Methanococcus_vannielii		
Methanococcus_voltae	1.62246341642345	-1.52351205858578	2.78982642348462	-0.54609564443183	0.58500019362948		14.21562764	-0.528324032	0.924907225	-0.571218407	0.567851602								Methanococcus_voltae		
Methanocorpusculum_labreanum	21.3158930465663	0.516245819715412	0.683898643677477	0.754857206529087	0.450334664785991		23.91691963	-0.323498372	0.401052823	-0.806622851	0.419883804		23.58377049	-0.209841186	0.543725871	-0.38593195	0.699547068	0.999634334	Methanocorpusculum_labreanum		
Methanoculleus_bourgensis	0.782909066943223	-3.0763465995442	2.91981457690122	-1.05361026137801	0.292061389242636		2.205323007	-1.799123497	2.005161985	-0.897245964	0.369587684		5.11131915	-0.580680457	2.910729311	-0.199496551			Methanoculleus_bourgensis		
Methanoculleus_marisnigri	8.56436150023929	0.491226040552411	1.46856959474951	0.334492857749924	0.738007679534139		6.361523411	-0.630267703	1.336166148	-0.471698601	0.637141936		11.46704194	0.749359256	1.921753036	0.389935253	0.696584425	0.999634334	Methanoculleus_marisnigri		
Methanoculleus_sp._MAB1	0	0	0	0	1		0.092352371	-0.661571433	2.924458065	-0.226220181	0.821030175								Methanoculleus_sp._MAB1		
Methanofervidicoccus_sp._A16	3.88492759452528	-0.718449901218002	1.5460090141169	-0.464712621115206	0.642137268865995		10.31304517	1.640473079	0.634942684	2.583655377	0.009775942								Methanofervidicoccus_sp._A16		
Methanofollis_liminatans	6.42105220391629	0.654844676261784	1.03515934103075	0.632602779403729	0.526993071613341		29.05042641	-0.445633666	0.404648019	-1.101287155	0.2707717		13.39324867	-1.459886365	0.951870661	-1.533702451	0.125102871	0.86191994	Methanofollis_liminatans		
Methanohalobium_evestigatum	12.1833141908422	-0.853451130171473	1.05369757040532	-0.809958335429375	0.417964122350681		32.90190502	-0.958787351	0.723857073	-1.324553406	0.185319319		2.883323423	-0.594587157	2.930143806	-0.202920811			Methanohalobium_evestigatum		
Methanohalophilus_halophilus	0.467044960949017	-0.92501392573454	2.92904484531199	-0.315807361985273	0.752148729829243		2.30013809	-0.231842664	1.925686784	-0.120394794	0.904170415		1.671250336	-4.050464591	3.018865151	-1.341717628			Methanohalophilus_halophilus		
Methanohalophilus_mahii	1.91078689726078	-0.733478348736806	2.78270862144656	-0.263584316045104	0.792100245234815		0.252463613	1.651617448	2.92292996	0.565055431	0.572036062								Methanohalophilus_mahii		
Methanohalophilus_portucalensis	5.23567274184542	-1.16923594244761	1.64388407265273	-0.711264232009271	0.476920511860043		13.01731739	-0.310640126	0.713501887	-0.435373937	0.663291025		1.337015346	4.009205416	3.027492548	1.32426599	0.185414722	0.900216671	Methanohalophilus_portucalensis		
Methanolacinia_petrolearia	79.9584508056168	-1.40304798371911	0.87417562994579	-1.60499553597269	0.108494787079478	0.561581876169987	35.4107421	-1.072819216	0.721578454	-1.486767253	0.137076293		8.7336314	1.213850396	2.71316282	0.447393126	0.654591238	0.999634334	Methanolacinia_petrolearia		
Methanolinea_tarda	5.72056972555499	0.0413957734708181	1.30131376545417	0.0318107550767134	0.974622969667232		21.2700118	-0.104404475	0.510306587	-0.204591665	0.837891168		0.728698932	3.150601152	3.047054953	1.033982387	0.301144397		Methanolinea_tarda		
Methanomassiliicoccaceae_archaeon_DOK	18.8234149178847	0.536920441779359	0.657109566400772	0.817094240037119	0.41387457436554		39.3991901	0.046209006	0.394555951	0.117116486	0.906767746		22.24043235	0.634145743	0.627228407	1.011028416	0.312002829	0.99063292	Methanomassiliicoccaceae_archaeon_DOK		
Methanomethylovorans_hollandica	9.73433136010508	1.32697345638651	1.0008742303647	1.32581438918953	0.184901185610841		17.52311913	0.109058113	0.682183672	0.159866203	0.872986472								Methanomethylovorans_hollandica		
Methanoplanus_limicola	0.882276058553911	-0.276627657625859	2.91711476272004	-0.0948291994408611	0.924450493576633		16.06912734	-0.572653685	0.832954621	-0.687496858	0.49176968		7.677192642	-0.010843978	1.280605013	-0.008467856	0.99324371	0.999634334	Methanoplanus_limicola		
Methanopyrus_kandleri	3.7416423004217	-0.474893158889871	1.64332933189441	-0.288982341928029	0.772594890441508		6.573114943	1.086500061	1.250621886	0.868767829	0.384974133								Methanopyrus_kandleri		
Methanoregula_boonei	3.77192734161294	-0.737726769207029	1.97981934145564	-0.372623276154392	0.709428846663709		6.390012198	-1.393215676	1.008353512	-1.381673847	0.167071868		26.75626838	0.400072258	0.423983971	0.943602317	0.345372908	0.999634334	Methanoregula_boonei		
Methanoregula_formicica	9.9984913970002	0.335811205139876	1.14494880180712	0.29329801001569	0.769294374580631		21.13352389	0.108768068	0.566974355	0.191839485	0.847867941		4.786228532	2.195826469	2.569530933	0.854563158	0.392793031	0.999634334	Methanoregula_formicica		
Methanosaeta_harundinacea	6.43005813905587	0.690358728789845	1.31249287408303	0.525990458631756	0.59889483634574		15.97091329	-1.02222948	0.585564218	-1.74571712	0.080860119		19.48148574	0.465365836	0.540209697	0.861454058	0.388988014	0.999634334	Methanosaeta_harundinacea		
Methanosalsum_zhilinae	8.32036577105011	1.55027510138773	1.05744960039163	1.46605105417183	0.142634378632629		4.131187431	0.225677063	1.35778646	0.16620954	0.867992052		5.372969593	-1.316686194	2.667448159	-0.493612665	0.621579755	0.999634334	Methanosalsum_zhilinae		
Methanosarcina_acetivorans	38.2967888907875	0.0308307327774722	0.970684261537681	0.0317618550120846	0.974661966568208		30.22001822	0.456309509	0.601176112	0.759028012	0.4478358		2.79681577	0.098617461	2.928562812	0.033674354			Methanosarcina_acetivorans		
Methanosarcina_barkeri	53.4267400726004	-0.25456039289031	0.344935134186451	-0.737994966765867	0.460517507711657	0.858595755624422	71.15392614	-0.197361016	0.220854016	-0.893626565	0.371521728	0.641349552	38.03892343	-0.043008602	0.705987487	-0.060919779	0.951423097	0.999634334	Methanosarcina_barkeri		
Methanosarcina_horonobensis	12.0406241761541	-0.201679550537779	1.12898763861712	-0.178637518817135	0.85822233255879		19.17964154	-0.449907771	0.61641619	-0.72987663	0.465465599		39.32189452	0.633599661	0.364863407	1.736539342	0.082468514	0.790408548	Methanosarcina_horonobensis		
Methanosarcina_lacustris	9.6799304524329	1.39272438447736	1.52794674592689	0.911500605757371	0.362031666583558		14.0286347	-0.600991002	0.762315193	-0.788375999	0.430476805		7.619101135	1.554562771	2.220583291	0.700069562	0.483883864	0.999634334	Methanosarcina_lacustris		
Methanosarcina_mazei	49.1663348525307	-0.417952708061968	0.457600500357557	-0.913357191994744	0.361054712064161	0.807055814697199	43.36794858	0.638341227	0.334153802	1.910321604	0.056091818	0.236887766	44.65912622	-0.96087765	0.614032287	-1.564865025	0.117614561	0.854170803	Methanosarcina_mazei		
Methanosarcina_siciliae	31.5260584882545	-1.40433352086312	0.67050038174781	-2.09445596019261	0.0362193822515761		40.30179168	0.046308964	0.380493384	0.121707671	0.903130538		8.09711828	-0.686087611	2.250998358	-0.304792586	0.760524128	0.999634334	Methanosarcina_siciliae		
Methanosarcina_sp._Kolksee							0.530957224	-2.497370161	2.915170309	-0.856680707	0.391621369								Methanosarcina_sp._Kolksee		
Methanosarcina_sp._MTP4	25.627602623259	-0.640209873165982	0.738894870874361	-0.866442437756265	0.386247580021628		30.14493924	-0.495570532	0.548535752	-0.903442539	0.366291072		27.91998414	-0.000817387	0.341316787	-0.002394803	0.998089225	0.999634334	Methanosarcina_sp._MTP4		
Methanosarcina_sp._WH1	0	0	0	0	1		0	0	0	0	1								Methanosarcina_sp._WH1		
Methanosarcina_sp._WWM596	0	0	0	0	1		0.111070514	-0.50640438	2.924514626	-0.173158436	0.862526893								Methanosarcina_sp._WWM596		
Methanosarcina_thermophila	0.779966250760168	-1.57559902130808	2.92185925631723	-0.539245351363705	0.58971757130637		5.064164587	-0.954347149	1.597170451	-0.59752367	0.550157809		3.791629557	5.510225148	3.0118003	1.829545322	0.067317956	0.759615591	Methanosarcina_thermophila		
Methanosarcina_vacuolata	3.80027788822861	-0.336797845287925	2.66918487729282	-0.126180036517184	0.899589413602042		14.20999548	-0.296784331	1.203747256	-0.24655037	0.805256218								Methanosarcina_vacuolata		
Methanosphaera_sp._BMS	77.2282273484987	-0.433458973638337	0.540361725183123	-0.802164463982793	0.422457829395926	0.837071896133557	46.07448201	0.011349508	0.540528588	0.020997054	0.983248006	0.995358139	9.37529947	0.98195837	1.912353728	0.513481557	0.607614509	0.999634334	Methanosphaera_sp._BMS		
Methanosphaera_stadtmanae	12.5364396754479	-0.68876328164753	1.04179677959463	-0.661130169662772	0.508528838846392		44.97393902	-0.29159099	0.343266116	-0.849460454	0.395625127	0.664431815	14.86215818	-2.146583052	1.210044182	-1.773970806	0.076067979	0.785515139	Methanosphaera_stadtmanae		
Methanosphaerula_palustris	8.68663743988676	0.115347432287334	0.884419555564359	0.130421621233522	0.896232861416134		10.97782168	-0.273799324	0.656206442	-0.417245712	0.676498693		7.861011613	1.328270102	1.533387944	0.866232258	0.386362807	0.999634334	Methanosphaerula_palustris		
Methanospirillum_hungatei	29.969921997268	0.63409281404254	0.691607886553873	0.916838610967961	0.359227216578892		21.90795904	0.537480211	0.511971854	1.049823748	0.293799155		5.887194086	-0.056236965	2.704241952	-0.020795833	0.983408522	0.999634334	Methanospirillum_hungatei		
Methanothermobacter_marburgensis							0	0	0	0	1		1.379285825	4.068687974	3.02651604	1.344347071			Methanothermobacter_marburgensis		
Methanothermobacter_thermautotrophicus	0	0	0	0	1		0.335664959	-1.886725641	2.918310231	-0.646513047	0.51794715		2.830558469	-4.808004508	3.012467566	-1.596035277	0.110480917	0.852260604	Methanothermobacter_thermautotrophicus		
Methanothermobacter_wolfeii	1.14511216925137	0.777554379376509	2.91284879501268	0.266939492605253	0.78951574884865		0.18813819	-1.212203495	2.922381534	-0.414799875	0.678288411		0.959503183	3.552242828	3.03647944	1.169855715	0.242059038		Methanothermobacter_wolfeii		
